IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,222,El Salvador,2010,YEAR,Female,RATE_PER_100000,45.41637,36.44405,55.53992,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,222,El Salvador,2010,YEAR,Male,RATE_PER_100000,100.7906,85.59092,113.8271,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,706,Somalia,2010,YEAR,Total,RATE_PER_100000,6.02995,3.4228,10.63765,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,706,Somalia,2010,YEAR,Female,RATE_PER_100000,2.88033,1.59289,5.18748,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,706,Somalia,2010,YEAR,Male,RATE_PER_100000,9.18576,5.25629,16.09852,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,688,Serbia,2010,YEAR,Total,RATE_PER_100000,1.93836,1.45081,2.54725,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,688,Serbia,2010,YEAR,Female,RATE_PER_100000,1.2105,0.86661,1.65591,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,688,Serbia,2010,YEAR,Male,RATE_PER_100000,2.69567,2.05865,3.47466,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,728,South Sudan,2010,YEAR,Total,RATE_PER_100000,14.28599,5.31522,29.7157,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,728,South Sudan,2010,YEAR,Female,RATE_PER_100000,5.87813,2.43374,11.70085,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,728,South Sudan,2010,YEAR,Male,RATE_PER_100000,22.69982,8.19873,47.74333,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,678,Sao Tome and Principe,2010,YEAR,Total,RATE_PER_100000,7.20151,3.57214,12.8727,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,678,Sao Tome and Principe,2010,YEAR,Female,RATE_PER_100000,3.55098,1.63323,6.81924,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,678,Sao Tome and Principe,2010,YEAR,Male,RATE_PER_100000,10.85439,5.51229,18.93005,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,740,Suriname,2010,YEAR,Total,RATE_PER_100000,9.442,6.32753,13.54451,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,740,Suriname,2010,YEAR,Female,RATE_PER_100000,4.15904,2.62234,6.31564,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,740,Suriname,2010,YEAR,Male,RATE_PER_100000,14.6473,9.97825,20.66711,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,703,Slovakia,2010,YEAR,Total,RATE_PER_100000,1.63521,1.17964,2.21634,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,703,Slovakia,2010,YEAR,Female,RATE_PER_100000,0.93511,0.66425,1.28087,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,703,Slovakia,2010,YEAR,Male,RATE_PER_100000,2.37848,1.72681,3.20949,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,705,Slovenia,2010,YEAR,Total,RATE_PER_100000,0.50381,0.40356,0.62119,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,705,Slovenia,2010,YEAR,Female,RATE_PER_100000,0.38821,0.30723,0.48069,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,705,Slovenia,2010,YEAR,Male,RATE_PER_100000,0.62151,0.50163,0.76424,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,752,Sweden,2010,YEAR,Total,RATE_PER_100000,1.07844,0.91129,1.26836,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,752,Sweden,2010,YEAR,Female,RATE_PER_100000,0.63275,0.52106,0.75362,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,752,Sweden,2010,YEAR,Male,RATE_PER_100000,1.52755,1.30451,1.78705,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,748,Eswatini,2010,YEAR,Total,RATE_PER_100000,24.00262,12.15472,40.95179,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,748,Eswatini,2010,YEAR,Female,RATE_PER_100000,8.68704,3.59236,16.84684,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,748,Eswatini,2010,YEAR,Male,RATE_PER_100000,41.16238,21.74808,67.95925,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2010,YEAR,Total,RATE_PER_100000,13.56808,8.56506,20.29895,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2010,YEAR,Female,RATE_PER_100000,5.83039,3.57867,9.0048,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2010,YEAR,Male,RATE_PER_100000,20.82746,13.24321,30.89495,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2010,YEAR,Total,RATE_PER_100000,2.6109,1.66264,3.89245,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2010,YEAR,Female,RATE_PER_100000,1.34288,0.81863,2.07882,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2010,YEAR,Male,RATE_PER_100000,3.85452,2.4904,5.67118,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2010,YEAR,Total,RATE_PER_100000,10.04174,4.86129,17.84622,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2010,YEAR,Female,RATE_PER_100000,4.39796,2.10229,8.17409,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2010,YEAR,Male,RATE_PER_100000,15.71235,7.6334,27.56433,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2010,YEAR,Total,RATE_PER_100000,9.89998,4.98553,17.47143,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2010,YEAR,Female,RATE_PER_100000,4.76856,2.21569,8.93026,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2010,YEAR,Male,RATE_PER_100000,15.11261,7.7992,26.14776,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2010,YEAR,Total,RATE_PER_100000,8.04284,5.87977,10.7128,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2010,YEAR,Female,RATE_PER_100000,2.32962,1.63601,3.20567,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2010,YEAR,Male,RATE_PER_100000,13.98723,10.29523,18.52369,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2010,YEAR,Total,RATE_PER_100000,2.22263,1.36306,3.49498,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2010,YEAR,Female,RATE_PER_100000,1.16167,0.6665,1.88047,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2010,YEAR,Male,RATE_PER_100000,3.26451,2.0471,5.08047,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2010,YEAR,Total,RATE_PER_100000,4.21235,3.321,5.28291,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2010,YEAR,Female,RATE_PER_100000,1.74311,1.3186,2.25111,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2010,YEAR,Male,RATE_PER_100000,6.76268,5.38916,8.41428,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2010,YEAR,Total,RATE_PER_100000,4.24475,1.3177,7.50653,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2010,YEAR,Female,RATE_PER_100000,1.74751,0.52267,3.2062,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2010,YEAR,Male,RATE_PER_100000,6.68792,2.09551,11.71377,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2010,YEAR,Total,RATE_PER_100000,3.77976,1.91378,6.89511,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2010,YEAR,Female,RATE_PER_100000,2.41065,1.193,4.37042,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2010,YEAR,Male,RATE_PER_100000,5.14154,2.6307,9.40629,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2010,YEAR,Total,RATE_PER_100000,42.25539,37.17217,47.84648,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2010,YEAR,Female,RATE_PER_100000,10.16617,8.01836,12.64923,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2010,YEAR,Male,RATE_PER_100000,74.96067,66.88569,83.71946,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2010,YEAR,Total,RATE_PER_100000,3.00625,1.51185,5.40122,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2010,YEAR,Female,RATE_PER_100000,1.37491,0.66772,2.55189,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2010,YEAR,Male,RATE_PER_100000,4.64657,2.36063,8.26623,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2010,YEAR,Total,RATE_PER_100000,5.06995,3.6331,6.87764,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2010,YEAR,Female,RATE_PER_100000,1.79985,1.24508,2.57139,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2010,YEAR,Male,RATE_PER_100000,8.45024,6.1016,11.32901,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2010,YEAR,Total,RATE_PER_100000,9.80721,5.54312,15.96101,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2010,YEAR,Female,RATE_PER_100000,4.3976,2.29793,7.53917,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2010,YEAR,Male,RATE_PER_100000,15.24313,8.80409,24.42383,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2010,YEAR,Total,RATE_PER_100000,11.74356,6.31376,19.78467,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2010,YEAR,Female,RATE_PER_100000,4.26348,2.0126,7.92344,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2010,YEAR,Male,RATE_PER_100000,19.50494,10.77667,32.09198,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2010,YEAR,Total,RATE_PER_100000,5.65771,4.90405,6.4897,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2010,YEAR,Female,RATE_PER_100000,3.08839,2.70419,3.52339,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2010,YEAR,Male,RATE_PER_100000,8.65471,7.47009,9.94978,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2010,YEAR,Total,RATE_PER_100000,6.06488,4.94385,7.32231,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2010,YEAR,Female,RATE_PER_100000,2.26943,1.7105,2.93511,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2010,YEAR,Male,RATE_PER_100000,10.14518,8.41987,12.03877,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2010,YEAR,Total,RATE_PER_100000,5.47309,5.26292,5.68411,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2010,YEAR,Female,RATE_PER_100000,2.42292,2.29191,2.5534,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2010,YEAR,Male,RATE_PER_100000,8.599,8.30771,8.89257,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2010,YEAR,Total,RATE_PER_100000,2.81887,2.31068,3.40673,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2010,YEAR,Female,RATE_PER_100000,1.25692,0.99436,1.5657,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2010,YEAR,Male,RATE_PER_100000,4.39751,3.64106,5.26742,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2010,YEAR,Total,RATE_PER_100000,20.89616,16.51408,25.88995,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2010,YEAR,Female,RATE_PER_100000,10.11838,7.62918,13.08923,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2010,YEAR,Male,RATE_PER_100000,31.2937,25.08553,38.23906,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2010,YEAR,Total,RATE_PER_100000,53.91702,49.82929,58.18679,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2010,YEAR,Female,RATE_PER_100000,8.09577,6.92823,9.38392,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2010,YEAR,Male,RATE_PER_100000,99.9334,92.91306,107.1975,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2010,YEAR,Total,RATE_PER_100000,1.81293,1.05843,2.88944,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2010,YEAR,Female,RATE_PER_100000,0.39191,0.22473,0.63543,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2010,YEAR,Male,RATE_PER_100000,3.24938,1.90117,5.16793,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2010,YEAR,Total,RATE_PER_100000,2.73625,1.26891,5.10015,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2010,YEAR,Female,RATE_PER_100000,1.46965,0.65215,2.84708,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2010,YEAR,Male,RATE_PER_100000,3.96431,1.86691,7.28466,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2010,YEAR,Total,RATE_PER_100000,2.50959,2.29198,2.75523,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2010,YEAR,Female,RATE_PER_100000,1.24921,1.10683,1.41032,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2010,YEAR,Male,RATE_PER_100000,3.79014,3.4961,4.12167,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2010,YEAR,Total,RATE_PER_100000,8.96707,5.09833,14.57073,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2010,YEAR,Female,RATE_PER_100000,3.99419,2.18887,6.7842,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2010,YEAR,Male,RATE_PER_100000,13.99606,8.04061,22.44511,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2010,YEAR,Total,RATE_PER_100000,6.2286,4.54181,8.45138,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2010,YEAR,Female,RATE_PER_100000,3.06906,2.15962,4.32654,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2010,YEAR,Male,RATE_PER_100000,9.26109,6.82821,12.41036,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2010,YEAR,Total,RATE_PER_100000,8.83291,7.81244,10.01929,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2010,YEAR,Female,RATE_PER_100000,2.83248,2.34177,3.41148,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2010,YEAR,Male,RATE_PER_100000,14.75206,13.20899,16.53758,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2010,YEAR,Total,RATE_PER_100000,2.056,1.72431,2.48945,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2010,YEAR,Female,RATE_PER_100000,1.04938,0.87675,1.26198,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2010,YEAR,Male,RATE_PER_100000,3.02374,2.53912,3.66952,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2010,YEAR,Total,RATE_PER_100000,4.00862,1.89068,7.48232,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2010,YEAR,Female,RATE_PER_100000,1.66349,0.77816,3.09304,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2010,YEAR,Male,RATE_PER_100000,6.20681,2.93348,11.59657,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2010,YEAR,Total,RATE_PER_100000,5.75034,3.25452,9.38852,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2010,YEAR,Female,RATE_PER_100000,2.87188,1.46862,5.0315,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2010,YEAR,Male,RATE_PER_100000,8.58235,5.01161,13.67525,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2010,YEAR,Total,RATE_PER_100000,37.3057,27.48057,47.75735,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2010,YEAR,Female,RATE_PER_100000,14.83527,8.23971,22.20784,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2010,YEAR,Male,RATE_PER_100000,60.37899,47.23765,73.99232,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2010,YEAR,Total,RATE_PER_100000,7.318,4.22606,11.79037,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2010,YEAR,Female,RATE_PER_100000,3.85604,2.07139,6.54751,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2010,YEAR,Male,RATE_PER_100000,10.86701,6.43492,17.16508,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,716,Zimbabwe,2010,YEAR,Total,RATE_PER_100000,14.3746,8.1944,23.0435,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,716,Zimbabwe,2010,YEAR,Female,RATE_PER_100000,5.93176,2.99863,10.35001,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,716,Zimbabwe,2010,YEAR,Male,RATE_PER_100000,23.65443,13.90526,36.99538,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,4,Afghanistan,2011,YEAR,Total,RATE_PER_100000,8.85054,4.96497,14.84261,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,4,Afghanistan,2011,YEAR,Female,RATE_PER_100000,2.82794,1.43912,5.07722,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,4,Afghanistan,2011,YEAR,Male,RATE_PER_100000,14.59445,8.32767,24.15613,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,953,Africa,2011,YEAR,Total,RATE_PER_100000,11.01851,6.88481,16.79483,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,953,Africa,2011,YEAR,Female,RATE_PER_100000,5.05879,2.84544,8.28572,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,953,Africa,2011,YEAR,Male,RATE_PER_100000,17.02087,10.95308,25.36482,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,24,Angola,2011,YEAR,Total,RATE_PER_100000,10.60324,5.6435,18.59751,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,24,Angola,2011,YEAR,Female,RATE_PER_100000,3.7066,1.78869,6.72485,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,24,Angola,2011,YEAR,Male,RATE_PER_100000,17.65597,9.58555,30.73888,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,8,Albania,2011,YEAR,Total,RATE_PER_100000,5.07667,3.24209,7.56011,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,8,Albania,2011,YEAR,Female,RATE_PER_100000,3.39764,2.10019,5.14409,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,8,Albania,2011,YEAR,Male,RATE_PER_100000,6.72445,4.36273,9.93115,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,954,Americas,2011,YEAR,Total,RATE_PER_100000,19.75045,17.92476,21.82071,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,954,Americas,2011,YEAR,Female,RATE_PER_100000,5.03367,4.2745,5.97672,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,954,Americas,2011,YEAR,Male,RATE_PER_100000,34.86466,31.94365,38.09258,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,784,United Arab Emirates,2011,YEAR,Total,RATE_PER_100000,0.86748,0.47033,1.46399,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,784,United Arab Emirates,2011,YEAR,Female,RATE_PER_100000,0.27033,0.13481,0.49021,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,784,United Arab Emirates,2011,YEAR,Male,RATE_PER_100000,1.07387,0.58629,1.80056,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,32,Argentina,2011,YEAR,Total,RATE_PER_100000,5.27457,4.45318,6.17294,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,32,Argentina,2011,YEAR,Female,RATE_PER_100000,1.68009,1.384,2.01597,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,32,Argentina,2011,YEAR,Male,RATE_PER_100000,9.06526,7.6899,10.55683,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,51,Armenia,2011,YEAR,Total,RATE_PER_100000,4.32923,3.33976,5.49711,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,51,Armenia,2011,YEAR,Female,RATE_PER_100000,1.48288,1.09656,1.96406,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,51,Armenia,2011,YEAR,Male,RATE_PER_100000,7.56406,5.88913,9.51235,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,28,Antigua and Barbuda,2011,YEAR,Total,RATE_PER_100000,2.86245,2.10772,3.79284,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,28,Antigua and Barbuda,2011,YEAR,Female,RATE_PER_100000,1.4916,1.07096,2.02461,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,28,Antigua and Barbuda,2011,YEAR,Male,RATE_PER_100000,4.35269,3.23477,5.71507,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,36,Australia,2011,YEAR,Total,RATE_PER_100000,1.16408,0.9792,1.37377,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,36,Australia,2011,YEAR,Female,RATE_PER_100000,0.88913,0.73188,1.06496,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,36,Australia,2011,YEAR,Male,RATE_PER_100000,1.43917,1.22664,1.68274,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,40,Austria,2011,YEAR,Total,RATE_PER_100000,0.82935,0.67017,1.01635,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,40,Austria,2011,YEAR,Female,RATE_PER_100000,0.75605,0.60838,0.92531,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,40,Austria,2011,YEAR,Male,RATE_PER_100000,0.90635,0.73507,1.11199,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,31,Azerbaijan,2011,YEAR,Total,RATE_PER_100000,2.59408,1.50255,4.30889,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,31,Azerbaijan,2011,YEAR,Female,RATE_PER_100000,1.04952,0.59383,1.75185,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,31,Azerbaijan,2011,YEAR,Male,RATE_PER_100000,4.16409,2.42625,6.90805,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,108,Burundi,2011,YEAR,Total,RATE_PER_100000,5.39181,2.32636,10.71311,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,108,Burundi,2011,YEAR,Female,RATE_PER_100000,2.61785,1.06683,5.40252,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,108,Burundi,2011,YEAR,Male,RATE_PER_100000,8.22808,3.61419,16.14298,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,56,Belgium,2011,YEAR,Total,RATE_PER_100000,1.63598,1.34345,1.97057,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,56,Belgium,2011,YEAR,Female,RATE_PER_100000,1.37831,1.12057,1.67603,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,56,Belgium,2011,YEAR,Male,RATE_PER_100000,1.90301,1.57443,2.27581,PUBLISHED
